Id,Project Id,Armour Type,Armour Slope [v:h],Armour Density [kg/m3],Armour Mass [kg],Water Density [kg/m3],Offshore Significant Wave Height [m],Offshore Bed Elevation [m Datum],Average slope between offshore wave location and in front of Section [v:h],Significant Wave Height at Toe [m],Bed Elevation at Toe [m Datum],Peak Wave Period [s],Number of Waves [-],Crest Level [m Datum],Water Level [ m Datum],Notional Permeability [-],Damage [%]
208,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,2000,13.5,8,0.4,7.516339869
209,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,3000,13.5,8,0.4,9.150326797
210,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,4000,13.5,8,0.4,9.150326797
211,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,13,1000,13.5,8,0.4,10.78431373
212,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,13,2000,13.5,8,0.4,12.41830065
213,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,13,3000,13.5,8,0.4,12.41830065
214,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,13,1000,13.5,8,0.4,13.7254902
215,9,HANBAR,2:03,2350,4300,1020,3.0826884,-9, 1:55,1.892464045,0,13,1000,13.5,8,0.4,15.68627451
216,9,HANBAR,2:03,2350,4300,1020,3.0826884,-9, 1:55,1.892464045,0,13,2000,13.5,8,0.4,16.99346405
217,9,HANBAR,2:03,2350,4300,1020,3.0826884,-9, 1:55,1.892464045,0,13,3000,13.5,8,0.4,17.64705882
218,9,HANBAR,2:03,2350,4300,1020,3.3691614,-9, 1:55,2.058480811,0,13,1000,13.5,8,0.4,18.95424837
219,9,HANBAR,2:03,2350,4300,1020,3.3691614,-9, 1:55,2.058480811,0,13,2000,13.5,8,0.4,18.95424837
220,9,HANBAR,2:03,2350,4300,1020,1.0773774,-9, 1:55,0.655872466,0,11,1000,13.5,8,0.4,0.326797386
221,9,HANBAR,2:03,2350,4300,1020,1.3638504,-9, 1:55,0.826961437,0,11,1000,13.5,8,0.4,0.326797386
222,9,HANBAR,2:03,2350,4300,1020,1.6503234,-9, 1:55,1.003131386,0,11,1000,13.5,8,0.4,2.614379085
223,9,HANBAR,2:03,2350,4300,1020,1.6503234,-9, 1:55,1.003131386,0,11,2000,13.5,8,0.4,2.614379085
224,9,HANBAR,2:03,2350,4300,1020,1.6503234,-9, 1:55,1.003131386,0,11,3000,13.5,8,0.4,2.614379085
225,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,11,1000,13.5,8,0.4,5.22875817
226,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,11,2000,13.5,8,0.4,6.862745098
227,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,11,3000,13.5,8,0.4,8.823529412
228,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,11,4000,13.5,8,0.4,9.477124183
229,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,11,1000,13.5,8,0.4,11.76470588
230,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,11,2000,13.5,8,0.4,13.7254902
231,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,11,3000,13.5,8,0.4,15.35947712
232,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,11,4000,13.5,8,0.4,16.33986928
233,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,11,5000,13.5,8,0.4,16.99346405
234,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,11,1000,13.5,8,0.4,18.95424837
235,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,11,2000,13.5,8,0.4,22.22222222
236,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,11,3000,13.5,8,0.4,22.87581699
237,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,11,1000,13.5,8,0.4,26.47058824
238,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,11,2000,13.5,8,0.4,28.75816993
239,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,11,3000,13.5,8,0.4,32.67973856
240,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,11,4000,13.5,8,0.4,36.60130719
241,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,11,5000,13.5,8,0.4,39.21568627
242,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,11,6000,13.5,8,0.4,39.86928105
243,9,HANBAR,2:03,2350,4300,1020,3.0826884,-9, 1:55,1.892464045,0,11,1000,13.5,8,0.4,43.46405229
244,9,HANBAR,2:03,2350,4300,1020,3.0826884,-9, 1:55,1.892464045,0,11,2000,13.5,8,0.4,46.07843137
245,9,HANBAR,2:03,2350,4300,1020,3.0826884,-9, 1:55,1.892464045,0,11,3000,13.5,8,0.4,48.36601307
247,9,HANBAR,2:03,2350,4300,1020,1.0773774,-9, 1:55,0.655872466,0,13,1000,13.5,8,0.4,0.326797386
248,9,HANBAR,2:03,2350,4300,1020,1.3638504,-9, 1:55,0.826961437,0,13,1000,13.5,8,0.4,0.653594771
249,9,HANBAR,2:03,2350,4300,1020,1.6503234,-9, 1:55,1.003131386,0,13,1000,13.5,8,0.4,1.307189542
250,9,HANBAR,2:03,2350,4300,1020,1.6503234,-9, 1:55,1.003131386,0,13,2000,13.5,8,0.4,1.307189542
251,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,13,1000,13.5,8,0.4,3.921568627
252,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,13,2000,13.5,8,0.4,5.555555556
253,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,13,3000,13.5,8,0.4,5.555555556
254,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,1000,13.5,8,0.4,9.150326797
255,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,2000,13.5,8,0.4,10.45751634
256,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,3000,13.5,8,0.4,10.78431373
257,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,4000,13.5,8,0.4,11.76470588
258,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,5000,13.5,8,0.4,11.76470588
259,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,13,1000,13.5,8,0.4,12.74509804
260,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,13,2000,13.5,8,0.4,14.05228758
261,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,13,3000,13.5,8,0.4,15.68627451
262,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,13,4000,13.5,8,0.4,16.0130719
263,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,13,5000,13.5,8,0.4,16.99346405
264,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,13,6000,13.5,8,0.4,18.30065359
265,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,13,7000,13.5,8,0.4,19.60784314
266,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,13,1000,13.5,8,0.4,22.22222222
267,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,13,2000,13.5,8,0.4,25.49019608
268,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,13,3000,13.5,8,0.4,27.12418301
269,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,13,4000,13.5,8,0.4,27.45098039
270,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,13,5000,13.5,8,0.4,27.77777778
271,9,HANBAR,2:03,2350,4300,1020,1.0773774,-9, 1:55,0.655872466,0,11,1000,13.5,8,0.4,0
272,9,HANBAR,2:03,2350,4300,1020,1.3638504,-9, 1:55,0.826961437,0,11,1000,13.5,8,0.4,0.653594771
273,9,HANBAR,2:03,2350,4300,1020,1.6503234,-9, 1:55,1.003131386,0,11,1000,13.5,8,0.4,1.633986928
274,9,HANBAR,2:03,2350,4300,1020,1.6503234,-9, 1:55,1.003131386,0,11,2000,13.5,8,0.4,1.960784314
275,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,11,1000,13.5,8,0.4,3.921568627
276,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,11,2000,13.5,8,0.4,4.575163399
277,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,11,3000,13.5,8,0.4,5.555555556
278,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,11,4000,13.5,8,0.4,6.209150327
279,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,11,1000,13.5,8,0.4,7.189542484
280,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,11,2000,13.5,8,0.4,8.496732026
281,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,11,3000,13.5,8,0.4,11.4379085
282,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,11,4000,13.5,8,0.4,12.09150327
283,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,11,5000,13.5,8,0.4,12.74509804
284,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,11,6000,13.5,8,0.4,12.74509804
285,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,11,1000,13.5,8,0.4,13.39869281
286,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,11,2000,13.5,8,0.4,14.05228758
287,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,11,3000,13.5,8,0.4,18.95424837
288,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,11,4000,13.5,8,0.4,20.58823529
289,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,11,5000,13.5,8,0.4,21.89542484
290,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,11,6000,13.5,8,0.4,21.89542484
291,9,HANBAR,2:03,2350,4300,1020,1.3638504,-9, 1:55,0.826961437,0,13,2000,13.5,8,0.4,0.653594771
292,9,HANBAR,2:03,2350,4300,1020,1.6503234,-9, 1:55,1.003131386,0,13,2000,13.5,8,0.4,1.633986928
293,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,13,1000,13.5,8,0.4,1.633986928
294,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,13,2000,13.5,8,0.4,1.633986928
295,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,1000,13.5,8,0.4,4.575163399
296,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,2000,13.5,8,0.4,7.189542484
297,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,3000,13.5,8,0.4,10.13071895
298,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,4000,13.5,8,0.4,11.4379085
299,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,5000,13.5,8,0.4,15.03267974
300,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,6000,13.5,8,0.4,17.97385621
301,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,7000,13.5,8,0.4,18.95424837
302,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,8000,13.5,8,0.4,19.60784314
303,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,13,1000,13.5,8,0.4,20.26143791
304,9,HANBAR,2:03,2350,4300,1020,1.6503234,-9, 1:55,1.003131386,0,11,1000,13.5,8,0.4,0
305,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,11,1000,13.5,8,0.4,0
306,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,11,1000,13.5,8,0.4,0
307,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,11,1000,13.5,8,0.4,0.326797386
308,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,11,1000,13.5,8,0.4,0.980392157
309,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,11,2000,13.5,8,0.4,1.307189542
310,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,11,3000,13.5,8,0.4,1.307189542
311,9,HANBAR,2:03,2350,4300,1020,3.0826884,-9, 1:55,1.892464045,0,11,1000,13.5,8,0.4,1.633986928
312,9,HANBAR,2:03,2350,4300,1020,3.0826884,-9, 1:55,1.892464045,0,11,2000,13.5,8,0.4,1.633986928
313,9,HANBAR,2:03,2350,4300,1020,3.3691614,-9, 1:55,2.058480811,0,11,1000,13.5,8,0.4,2.614379085
314,9,HANBAR,2:03,2350,4300,1020,3.6556344,-9, 1:55,2.216032206,0,11,1000,13.5,8,0.4,2.614379085
315,9,HANBAR,2:03,2350,4300,1020,3.9421074,-9, 1:55,2.363183038,0,11,1000,13.5,8,0.4,3.267973856
316,9,HANBAR,2:03,2350,4300,1020,4.2285804,-9, 1:55,2.497998113,0,11,1000,13.5,8,0.4,3.594771242
317,9,HANBAR,2:03,2350,4300,1020,4.2285804,-9, 1:55,2.497998113,0,11,2000,13.5,8,0.4,4.575163399
318,9,HANBAR,2:03,2350,4300,1020,4.2285804,-9, 1:55,2.497998113,0,11,3000,13.5,8,0.4,5.555555556
319,9,HANBAR,2:03,2350,4300,1020,4.5150534,-9, 1:55,2.618542238,0,11,1000,13.5,8,0.4,5.882352941
320,9,HANBAR,2:03,2350,4300,1020,4.8015264,-9, 1:55,2.722880223,0,11,1000,13.5,8,0.4,7.189542484
321,9,HANBAR,2:03,2350,4300,1020,4.8015264,-9, 1:55,2.722880223,0,11,2000,13.5,8,0.4,9.150326797
322,9,HANBAR,2:03,2350,4300,1020,4.8015264,-9, 1:55,2.722880223,0,11,3000,13.5,8,0.4,12.09150327
323,9,HANBAR,2:03,2350,4300,1020,5.0879994,-9, 1:55,2.809076873,0,11,1000,13.5,8,0.4,12.74509804
324,9,HANBAR,2:03,2350,4300,1020,5.0879994,-9, 1:55,2.809076873,0,11,2000,13.5,8,0.4,12.74509804
325,9,HANBAR,2:03,2350,4300,1020,5.0879994,-9, 1:55,2.809076873,0,11,3000,13.5,8,0.4,14.05228758
326,9,HANBAR,2:03,2350,4300,1020,1.3638504,-9, 1:55,0.826961437,0,13,1000,13.5,8,0.4,0.326797386
327,9,HANBAR,2:03,2350,4300,1020,1.6503234,-9, 1:55,1.003131386,0,13,1000,13.5,8,0.4,0.326797386
328,9,HANBAR,2:03,2350,4300,1020,1.9367964,-9, 1:55,1.18244712,0,13,1000,13.5,8,0.4,0.653594771
329,9,HANBAR,2:03,2350,4300,1020,2.2232694,-9, 1:55,1.362973445,0,13,1000,13.5,8,0.4,0.653594771
330,9,HANBAR,2:03,2350,4300,1020,2.5097424,-9, 1:55,1.542775169,0,13,1000,13.5,8,0.4,0.980392157
331,9,HANBAR,2:03,2350,4300,1020,2.7962154,-9, 1:55,1.7199171,0,13,1000,13.5,8,0.4,2.287581699
332,9,HANBAR,2:03,2350,4300,1020,3.0826884,-9, 1:55,1.892464045,0,13,1000,13.5,8,0.4,2.941176471
333,9,HANBAR,2:03,2350,4300,1020,3.0826884,-9, 1:55,1.892464045,0,13,2000,13.5,8,0.4,2.941176471
334,9,HANBAR,2:03,2350,4300,1020,3.3691614,-9, 1:55,2.058480811,0,13,1000,13.5,8,0.4,2.941176471
335,9,HANBAR,2:03,2350,4300,1020,3.6556344,-9, 1:55,2.216032206,0,13,1000,13.5,8,0.4,3.921568627
336,9,HANBAR,2:03,2350,4300,1020,3.6556344,-9, 1:55,2.216032206,0,13,2000,13.5,8,0.4,5.22875817
337,9,HANBAR,2:03,2350,4300,1020,3.6556344,-9, 1:55,2.216032206,0,13,3000,13.5,8,0.4,5.555555556
338,9,HANBAR,2:03,2350,4300,1020,3.6556344,-9, 1:55,2.216032206,0,13,4000,13.5,8,0.4,5.555555556
339,9,HANBAR,2:03,2350,4300,1020,3.9421074,-9, 1:55,2.363183038,0,13,1000,13.5,8,0.4,8.823529412
340,9,HANBAR,2:03,2350,4300,1020,4.2285804,-9, 1:55,2.497998113,0,13,1000,13.5,8,0.4,13.07189542
341,9,HANBAR,2:03,2350,4300,1020,4.2285804,-9, 1:55,2.497998113,0,13,2000,13.5,8,0.4,14.70588235
342,9,HANBAR,2:03,2350,4300,1020,4.2285804,-9, 1:55,2.497998113,0,13,3000,13.5,8,0.4,16.33986928
343,9,HANBAR,2:03,2350,4300,1020,4.2285804,-9, 1:55,2.497998113,0,13,4000,13.5,8,0.4,17.64705882
344,10,ROCK,1:02,2682.6,0.125159386,1020,0.0858,-0.8, 1:1000,0.0858,-0.8,2.08,1000,10,0,0.1,3.45
345,10,ROCK,1:02,2682.6,0.125159386,1020,0.0464,-0.8, 1:1000,0.0464,-0.8,2.13,1000,10,0,0.1,0.35
346,10,ROCK,1:02,2682.6,0.125159386,1020,0.0772,-0.8, 1:1000,0.0772,-0.8,2.13,1000,10,0,0.1,3.26
347,10,ROCK,1:02,2682.6,0.125159386,1020,0.0701,-0.8, 1:1000,0.0701,-0.8,2.13,1000,10,0,0.1,0.81
348,10,ROCK,1:02,2682.6,0.125159386,1020,0.0733,-0.8, 1:1000,0.0733,-0.8,2.56,1000,10,0,0.1,2.04
349,10,ROCK,1:02,2682.6,0.125159386,1020,0.0827,-0.8, 1:1000,0.0827,-0.8,2.53,1000,10,0,0.1,4.78
350,10,ROCK,1:02,2682.6,0.125159386,1020,0.0657,-0.8, 1:1000,0.0657,-0.8,2.6,1000,10,0,0.1,1.17
351,10,ROCK,1:02,2682.6,0.125159386,1020,0.0557,-0.8, 1:1000,0.0557,-0.8,2.56,1000,10,0,0.1,0.56
352,10,ROCK,1:02,2682.6,0.125159386,1020,0.0795,-0.8, 1:1000,0.0795,-0.8,2.56,1000,10,0,0.1,2.14
353,10,ROCK,1:02,2682.6,0.125159386,1020,0.0751,-0.8, 1:1000,0.0751,-0.8,3.13,1000,10,0,0.1,1.24
354,10,ROCK,1:02,2682.6,0.125159386,1020,0.0658,-0.8, 1:1000,0.0658,-0.8,3.13,1000,10,0,0.1,0.56
355,10,ROCK,1:02,2682.6,0.125159386,1020,0.0553,-0.8, 1:1000,0.0553,-0.8,3.13,1000,10,0,0.1,0.76
356,10,ROCK,1:02,2682.6,0.125159386,1020,0.0841,-0.8, 1:1000,0.0841,-0.8,3.17,1000,10,0,0.1,3.59
357,10,ROCK,1:02,2682.6,0.125159386,1020,0.0931,-0.8, 1:1000,0.0931,-0.8,3.17,1000,10,0,0.1,32.63
358,10,ROCK,1:02,2682.6,0.125159386,1020,0.0871,-0.8, 1:1000,0.0871,-0.8,3.85,1000,10,0,0.1,5.32
359,10,ROCK,1:02,2682.6,0.125159386,1020,0.0756,-0.8, 1:1000,0.0756,-0.8,3.64,1000,10,0,0.1,0.32
360,10,ROCK,1:02,2682.6,0.125159386,1020,0.0942,-0.8, 1:1000,0.0942,-0.8,3.7,1000,10,0,0.1,22.41
361,10,ROCK,1:02,2682.6,0.125159386,1020,0.0818,-0.8, 1:1000,0.0818,-0.8,3.7,1000,10,0,0.1,2.778
362,10,ROCK,1:03,2682.6,0.125159386,1020,0.1177,-0.8, 1:1000,0.1177,-0.8,2.53,1000,10,0,0.1,10.09
363,10,ROCK,1:03,2682.6,0.125159386,1020,0.0995,-0.8, 1:1000,0.0995,-0.8,2.56,1000,10,0,0.1,3.02
364,10,ROCK,1:03,2682.6,0.125159386,1020,0.0858,-0.8, 1:1000,0.0858,-0.8,2.53,1000,10,0,0.1,1.47
365,10,ROCK,1:03,2682.6,0.125159386,1020,0.1085,-0.8, 1:1000,0.1085,-0.8,2.53,1000,10,0,0.1,4.89
366,10,ROCK,1:03,2682.6,0.125159386,1020,0.0705,-0.8, 1:1000,0.0705,-0.8,2.53,1000,10,0,0.1,0.8
367,10,ROCK,1:03,2682.6,0.125159386,1020,0.1173,-0.8, 1:1000,0.1173,-0.8,3.17,1000,10,0,0.1,14.4
368,10,ROCK,1:03,2682.6,0.125159386,1020,0.0996,-0.8, 1:1000,0.0996,-0.8,3.08,1000,10,0,0.1,4.82
369,10,ROCK,1:03,2682.6,0.125159386,1020,0.0844,-0.8, 1:1000,0.0844,-0.8,3.08,1000,10,0,0.1,0.78
370,10,ROCK,1:03,2682.6,0.125159386,1020,0.092,-0.8, 1:1000,0.092,-0.8,3.13,1000,10,0,0.1,1.94
371,10,ROCK,1:03,2682.6,0.125159386,1020,0.1059,-0.8, 1:1000,0.1059,-0.8,3.08,1000,10,0,0.1,4.75
372,10,ROCK,1:03,2682.6,0.125159386,1020,0.116,-0.8, 1:1000,0.116,-0.8,3.57,1000,10,0,0.1,10.26
373,10,ROCK,1:03,2682.6,0.125159386,1020,0.1051,-0.8, 1:1000,0.1051,-0.8,3.51,1000,10,0,0.1,4.43
374,10,ROCK,1:03,2682.6,0.125159386,1020,0.095,-0.8, 1:1000,0.095,-0.8,3.57,1000,10,0,0.1,2.75
375,10,ROCK,1:03,2682.6,0.125159386,1020,0.083,-0.8, 1:1000,0.083,-0.8,3.57,1000,10,0,0.1,1.36
376,10,ROCK,1:03,2667.3,0.124445549,1020,0.1098,-0.8, 1:1000,0.1098,-0.8,2.53,1000,10,0,0.1,5.22
377,10,ROCK,1:03,2667.3,0.124445549,1020,0.1002,-0.8, 1:1000,0.1002,-0.8,2.5,1000,10,0,0.1,4.93
378,10,ROCK,1:03,2667.3,0.124445549,1020,0.086,-0.8, 1:1000,0.086,-0.8,2.5,1000,10,0,0.1,1.71
379,10,ROCK,1:03,2667.3,0.124445549,1020,0.0742,-0.8, 1:1000,0.0742,-0.8,2.5,1000,10,0,0.1,0.89
380,10,ROCK,1:03,2667.3,0.124445549,1020,0.1188,-0.8, 1:1000,0.1188,-0.8,2.47,1000,10,0,0.1,8.09
381,10,ROCK,1:03,2667.3,0.124445549,1020,0.1285,-0.8, 1:1000,0.1285,-0.8,2.5,1000,10,0,0.1,13.98
382,10,ROCK,1:03,2667.3,0.124445549,1020,0.1221,-0.8, 1:1000,0.1221,-0.8,2.04,1000,10,0,0.1,7.4
383,10,ROCK,1:03,2667.3,0.124445549,1020,0.1004,-0.8, 1:1000,0.1004,-0.8,2.04,1000,10,0,0.1,3.87
384,10,ROCK,1:03,2667.3,0.124445549,1020,0.0799,-0.8, 1:1000,0.0799,-0.8,2.02,1000,10,0,0.1,1.23
385,10,ROCK,1:03,2667.3,0.124445549,1020,0.1369,-0.8, 1:1000,0.1369,-0.8,2.02,1000,10,0,0.1,10.95
386,10,ROCK,1:03,2667.3,0.124445549,1020,0.1123,-0.8, 1:1000,0.1123,-0.8,2.01,1000,10,0,0.1,6.44
387,10,ROCK,1:03,2667.3,0.124445549,1020,0.0981,-0.8, 1:1000,0.0981,-0.8,1.37,1000,10,0,0.1,1.83
388,10,ROCK,1:03,2667.3,0.124445549,1020,0.1346,-0.8, 1:1000,0.1346,-0.8,1.38,1000,10,0,0.1,4.87
389,10,ROCK,1:03,2667.3,0.124445549,1020,0.1548,-0.8, 1:1000,0.1548,-0.8,1.43,1000,10,0,0.1,8.29
390,10,ROCK,1:03,2667.3,0.124445549,1020,0.1682,-0.8, 1:1000,0.1682,-0.8,1.46,1000,10,0,0.1,10.52
391,10,ROCK,1:03,2667.3,0.124445549,1020,0.1187,-0.8, 1:1000,0.1187,-0.8,1.41,1000,10,0,0.1,3.88
392,10,ROCK,1:03,2667.3,0.124445549,1020,0.1145,-0.8, 1:1000,0.1145,-0.8,3.57,1000,10,0,0.1,9.9
393,10,ROCK,1:03,2667.3,0.124445549,1020,0.1049,-0.8, 1:1000,0.1049,-0.8,3.45,1000,10,0,0.1,3.76
394,10,ROCK,1:03,2667.3,0.124445549,1020,0.0975,-0.8, 1:1000,0.0975,-0.8,3.51,1000,10,0,0.1,3.49
395,10,ROCK,1:03,2667.3,0.124445549,1020,0.0799,-0.8, 1:1000,0.0799,-0.8,3.45,1000,10,0,0.1,0.83
396,10,ROCK,1:03,2667.3,0.124445549,1020,0.112,-0.8, 1:1000,0.112,-0.8,3.45,1000,10,0,0.1,7.02
397,10,ROCK,1:03,2682.6,0.125159386,1020,0.1256,-0.8, 1:1000,0.1256,-0.8,2.11,1000,10,0,0.1,7.31
398,10,ROCK,1:03,2682.6,0.125159386,1020,0.1004,-0.8, 1:1000,0.1004,-0.8,2.11,1000,10,0,0.1,5.03
399,10,ROCK,1:03,2682.6,0.125159386,1020,0.0691,-0.8, 1:1000,0.0691,-0.8,2.08,1000,10,0,0.1,0.6
400,10,ROCK,1:03,2682.6,0.125159386,1020,0.0868,-0.8, 1:1000,0.0868,-0.8,2.13,1000,10,0,0.1,0.86
401,10,ROCK,1:03,2682.6,0.125159386,1020,0.1159,-0.8, 1:1000,0.1159,-0.8,2.17,1000,10,0,0.1,8.13
402,10,ROCK,1:03,2682.6,0.125159386,1020,0.1326,-0.8, 1:1000,0.1326,-0.8,2.11,1000,10,0,0.1,10.88
403,10,ROCK,1:04,2682.6,0.125159386,1020,0.1881,-0.8, 1:1000,0.1881,-0.8,2.44,1000,10,0,0.1,28.84
404,10,ROCK,1:04,2682.6,0.125159386,1020,0.1661,-0.8, 1:1000,0.1661,-0.8,2.5,1000,10,0,0.1,20.45
405,10,ROCK,1:04,2682.6,0.125159386,1020,0.1365,-0.8, 1:1000,0.1365,-0.8,2.56,1000,10,0,0.1,8.68
406,10,ROCK,1:04,2682.6,0.125159386,1020,0.1162,-0.8, 1:1000,0.1162,-0.8,2.5,1000,10,0,0.1,5.35
407,10,ROCK,1:04,2682.6,0.125159386,1020,0.0893,-0.8, 1:1000,0.0893,-0.8,2.44,1000,10,0,0.1,1.55
408,10,ROCK,1:04,2682.6,0.125159386,1020,0.1343,-0.8, 1:1000,0.1343,-0.8,3.13,1000,10,0,0.1,18.8
409,10,ROCK,1:04,2682.6,0.125159386,1020,0.1189,-0.8, 1:1000,0.1189,-0.8,3.1,1000,10,0,0.1,11.24
410,10,ROCK,1:04,2682.6,0.125159386,1020,0.0874,-0.8, 1:1000,0.0874,-0.8,3.13,1000,10,0,0.1,3.62
411,10,ROCK,1:04,2682.6,0.125159386,1020,0.0721,-0.8, 1:1000,0.0721,-0.8,3.17,1000,10,0,0.1,1.15
